relation_id,sentence_id,description,is_true,expectation,words,p_start,p_length,c_start,c_length
1266347@81_1169-1266347@81_705,1266347@81,Colin McRae-FIA,,0.472,"{2013,World,Endurance,Championship,GT,M,2nd,-LRB-,Aston,Martin,Racing,World,Endurance,Championship,GTE,Pro,T,2nd,-LRB-,Aston,Martin,Racing,-RRB-,World,Endurance,Championship,GTE,Am,T,2nd,-LRB-,Aston,Martin,Racing,-RRB-,World,Endurance,Championship,GT,D,3rd,-LRB-,Darren,Turner/Stefan,Mucke,-RRB-,World,Endurance,Championship,GTE,Am,D,1st,-LRB-,Stuart,Hall/Jamie,Campbell-Walter,-RRB-,2012,FIA,World,Rally,Championship,D,11th,-LRB-,Dani,Sordo,-RRB-,Le,Mans,24,Hours,GTE,3rd,-LRB-,Aston,Martin,Racing,-RRB-,World,Endurance,Championship,GTE,Pro,Trophy,2nd,-LRB-,Aston,Martin,Racing,-RRB-,World,Endurance,Championship,D,33rd,-LRB-,Darren,Turner/Stefan,Mucke,-RRB-,Australian,V8,Supercar,Championship,T,2nd,-LRB-,Ford,Performance,Racing,-RRB-,Australian,V8,Supercar,Championship,D,3rd,-LRB-,Mark,Winterbottom,-RRB-,2011,FIA,World,Rally,Championship,D,8th,-LRB-,Dani,Sordo,-RRB-,Australian,V8,Supercar,Championship,T,2nd,-LRB-,Ford,Performance,Racing,-RRB-,Australian,V8,Supercar,Championship,D,3rd,-LRB-,Mark,Winterbottom,-RRB-,2010,Le,Mans,24,Hours,5th,-LRB-,Aston,Martin,Racing,-RRB-,Le,Mans,Series,T,6th,-LRB-,Aston,Martin,Racing,-RRB-,Le,Mans,Series,D,15th,-LRB-,Stefan,Mucke/Adrian,Fernandez/Harold,Primat,-RRB-,Australian,V8,Supercar,Championship,T,4th,-LRB-,Ford,Performance,Racing,-RRB-,Australian,V8,Supercar,Championship,D,3rd,-LRB-,Mark,Winterbottom,-RRB-,2009,Le,Mans,24,Hours,4th,-LRB-,Aston,Martin,Racing,-RRB-,Le,Mans,Series,T,1st,-LRB-,Aston,Martin,Racing,-RRB-,Le,Mans,Series,D,1st,-LRB-,Stefan,Mucke/Jan,Charouz/Tomas,Enge,-RRB-,Australian,V8,Supercar,Championship,T,4th,-LRB-,Ford,Performance,Racing,-RRB-,Australian,V8,Supercar,Championship,D,5th,-LRB-,Mark,Winterbottom,-RRB-,2008,FIA,World,Rally,Championship,M,3rd,-LRB-,Subaru,-RRB-,FIA,World,Rally,Championship,D,5th,-LRB-,Chris,Atkinson,-RRB-,Le,Mans,24,Hours,GT1,1st,-LRB-,Aston,Martin,Racing,-RRB-,Le,Mans,Series,T,5th,-LRB-,Aston,Martin,Racing,-RRB-,Le,Mans,Series,D,9th,-LRB-,Stefan,Mucke/Jan,Charouz,-RRB-,Australian,V8,Supercar,Championship,T,2nd,-LRB-,Ford,Performance,Racing,-RRB-,Australian,V8,Supercar,Championship,D,2nd,-LRB-,Mark,Winterbottom,-RRB-,2007,FIA,World,Rally,Championship,M,3rd,-LRB-,Subaru,-RRB-,FIA,World,Rally,Championship,D,5th,-LRB-,Petter,Solberg,-RRB-,Le,Mans,24,Hours,GT1,1st,-LRB-,Aston,Martin,Racing,-RRB-,Australian,V8,Supercar,Championship,T,4th,-LRB-,Ford,Performance,Racing,-RRB-,Australian,V8,Supercar,Championship,D,5th,-LRB-,Mark,Winterbottom,-RRB-,2006,FIA,World,Rally,Championship,M,3rd,-LRB-,Subaru,-RRB-,FIA,World,Rally,Championship,D,6th,-LRB-,Petter,Solberg,-RRB-,Le,Mans,24,Hours,GT1,2nd,-LRB-,Aston,Martin,Racing,-RRB-,American,Le,Mans,Series,GT1,2nd,-LRB-,Aston,Martin,Racing,-RRB-,Australian,V8,Supercar,Championship,T,2nd,-LRB-,Ford,Performance,Racing,-RRB-,Australian,V8,Supercar,Championship,D,3rd,-LRB-,Mark,Winterbottom,-RRB-,2005,FIA,World,Rally,Championship,M,4th,-LRB-,Subaru,-RRB-,FIA,World,Rally,Championship,D,2nd,-LRB-,Petter,Solberg,-RRB-,Le,Mans,24,Hours,GT1,3rd,-LRB-,Aston,Martin,Racing,-RRB-,American,Le,Mans,Series,GT1,5th,-LRB-,Aston,Martin,Racing,-RRB-,FIA,GT,5th,-LRB-,Aston,Martin,Racing,-RRB-,Australian,V8,Supercar,Championship,T,-,8th,-LRB-,Ford,Performance,Racing,-RRB-,Australian,V8,Supercar,Championship,D,-,9th,-LRB-,Jason,Bright,-RRB-,2004,FIA,World,Rally,Championship,M,-,3rd,-LRB-,Subaru,-RRB-,FIA,World,Rally,Championship,D,2nd,-LRB-,Petter,Solberg,-RRB-,Le,Mans,24,Hours,GT1,3rd,-LRB-,Prodrive,Ferrari,550,-RRB-,Australian,V8,Supercar,Championship,-,15th,-LRB-,Glenn,Seton,-,Ford,Performance,Racing,-RRB-,2003,FIA,World,Rally,Championship,M,-,3rd,-LRB-,Subaru,-RRB-,FIA,World,Rally,Championship,D,-,1st,-LRB-,Petter,Solberg,-RRB-,SCCA,ProRally,Championship,T,-,2nd,-LRB-,Subaru,Rally,Team,USA,-RRB-,SCCA,ProRally,Championship,D,-,5th,-LRB-,Ramana,Lagemann,-RRB-,Le,Mans,24,Hours,GTS,-,1st,-LRB-,Prodrive,Ferrari,550,-RRB-,American,Le,Mans,Series,GTS,M,-,2nd,-LRB-,Prodrive,Ferrari,550,-RRB-,Australian,V8,Supercar,Championship,-,5th,-LRB-,Craig,Lowndes,-,Ford,Performance,Racing,-RRB-,2002,FIA,World,Rally,Championship,M,-,3rd,-LRB-,Subaru,-RRB-,FIA,World,Rally,Championship,D,-,2nd,-LRB-,Petter,Solberg,-RRB-,SCCA,ProRally,Championship,D,-,3rd,-LRB-,Mark,Lovell,-RRB-,SCCA,ProRally,Championship,T,-,2nd,-LRB-,Subaru,Rally,Team,USA,-RRB-,FIA,European,Touring,Car,Championship,M,-,3rd,-LRB-,Volvo,-RRB-,FIA,European,Touring,Car,Championship,D,-,5th,-LRB-,Rickard,Rydell,-RRB-,American,Le,Mans,Series,GTS,T,5th,-LRB-,Prodrive,Ferrari,550,-RRB-,2001,FIA,World,Rally,Championship,M,-,4th,-LRB-,Subaru,-RRB-,FIA,World,Rally,Championship,D,-,1st,-LRB-,Richard,Burns,-RRB-,SCCA,ProRally,Championship,D,-,1st,-LRB-,Mark,Lovell,-RRB-,SCCA,ProRally,Championship,T,-,1st,-LRB-,Subaru,Rally,Team,USA,-RRB-,FIA,GT,Championship,T,5th,-LRB-,Prodrive,Ferrari,550,-RRB-,2000,FIA,World,Rally,Championship,M,-,3rd,-LRB-,Subaru,-RRB-,FIA,World,Rally,Championship,D,-,2nd,-LRB-,Richard,Burns,-RRB-,British,Touring,Car,Championship,M,-,1st,-LRB-,Ford,-RRB-,British,Touring,Car,Championship,D,-,1st,-LRB-,Alain,Menu,-RRB-,1999,FIA,World,Rally,Championship,M,-,2nd,-LRB-,Subaru,-RRB-,FIA,World,Rally,Championship,D,-,2nd,-LRB-,Richard,Burns,-RRB-,British,Touring,Car,Championship,M,-,6th,-LRB-,Ford,-RRB-,British,Touring,Car,Championship,D,-,11th,-LRB-,Alain,Menu,-RRB-,1998,FIA,World,Rally,Championship,M,-,3rd,-LRB-,Subaru,-RRB-,FIA,World,Rally,Championship,D,-,3rd,-LRB-,Colin,McRae,-RRB-,British,Touring,Car,Championship,M,-,4th,-LRB-,Honda,-RRB-,British,Touring,Car,Championship,D,3rd,-LRB-,James,Thompson,-RRB-,1997,FIA,World,Rally,Championship,M,-,1st,-LRB-,Subaru,-RRB-,FIA,World,Rally,Championship,D,-,2nd,-LRB-,Colin,McRae,-RRB-,FIA,Asia-Pacific,Rally,Championship,M,-,1st,-LRB-,Subaru,-RRB-,FIA,Asia-Pacific,Rally,Championship,D,-,1st,-LRB-,Kenneth,Erikkson,-RRB-,British,Touring,Car,Championship,M,-,3rd,-LRB-,Honda,-RRB-,British,Touring,Car,Championship,D,-,5th,-LRB-,James,Thompson,-RRB-,1996,FIA,World,Rally,Championship,M,-,1st,-LRB-,Subaru,-RRB-,FIA,World,Rally,Championship,D,-,2nd,-LRB-,Colin,McRae,-RRB-,FIA,Asia-Pacific,Rally,Championship,M,-,2nd,-LRB-,Subaru,-RRB-,FIA,Asia-Pacific,Rally,Championship,D,-,1st,-LRB-,Kenneth,Eriksson,-RRB-,1995,FIA,World,Rally,Championship,M,-,1st,-LRB-,Colin,McRae,-RRB-,FIA,World,Rally,Championship,D,-,1st,-LRB-,Subaru,-RRB-,FIA,Asia-Pacific,Rally,Championship,-,2nd,-LRB-,Colin,McRae,-RRB-,British,Touring,Car,Championship,M,-,8th,-LRB-,Alfa,Romeo,-RRB-,British,Touring,Car,Championship,D,-,16th,-LRB-,Gabriele,Tarquini,-RRB-,1994,FIA,World,Rally,Championship,M,-,2nd,-LRB-,Subaru,-RRB-,FIA,World,Rally,Championship,D,-,2nd,-LRB-,Carlos,Sainz,-RRB-,FIA,Asia-Pacific,Rally,Championship,-,1st,-LRB-,Possum,Bourne,-RRB-,1993,World,Rally,Championship,D,-,5th,-LRB-,Colin,McRae,-RRB-,World,Rally,Championship,M,-,3rd,-LRB-,Subaru,-RRB-,FIA,Asia-Pacific,Rally,Championship,-,1st,-LRB-,Possum,Bourne,-RRB-,British,Rally,Championship,-,1st,-LRB-,Richard,Burns,-RRB-,1992,World,Rally,Championship,D,-,8th,-LRB-,Subaru,-RRB-,World,Rally,Championship,M,-,4th,-LRB-,Colin,McRae,-RRB-,British,Rally,Championship,-,1st,-LRB-,Colin,McRae,-RRB-,British,Touring,Car,Championship,-,8th,-LRB-,Tim,Sugden,-RRB-,1991,World,Rally,Championship,D,-,8th,-LRB-,Markku,Alen,-RRB-,World,Rally,Championship,M,-,6th,-LRB-,Subaru,-RRB-,British,Rally,Championship,-,1st,-LRB-,Colin,McRae,-RRB-,British,Touring,Car,Championship,-,4th,-LRB-,Steve,Soper,-RRB-,1990,French,Rally,Championship,-,1st,-LRB-,Francois,Chatriot,-RRB-,European,Rally,Championship,-,5th,-LRB-,Francois,Chatriot,-RRB-,World,Rally,Championship,D,-,14th,-LRB-,Possum,Bourne,-RRB-,World,Rally,Championship,M,-,4th,-LRB-,Subaru,-RRB-,British,Touring,Car,Championship,class,B,-,1st,-LRB-,2nd,overall,-RRB-,-LRB-,Frank,Sytner,-RRB-,1989,French,Rally,Championship,-,1st,-LRB-,Francois,Chatriot,-RRB-,Belgian,Rally,Championship,-,1st,-LRB-,Marc,Duez,-RRB-,European,Rally,Championship,-,9th,-LRB-,Francois,Chatriot,-RRB-,British,Touring,Car,Championship,class,B,-,1st,-LRB-,James,Weaver,-RRB-,2nd,overall,1988,European,Rally,Championship,-,2nd,-LRB-,Patrick,Snijers,-RRB-,Belgian,Rally,Championship,-,1st,-LRB-,Patrick,Snijers,-RRB-,French,Rally,Championship,-,2nd,-LRB-,Bernard,Beguin,-RRB-,Italian,Rally,Championship,-,2nd,-LRB-,Andrea,Zanussi,-RRB-,British,Touring,Car,Championship,-,1st,-LRB-,Fank,Sytner,-RRB-,1987,French,Rally,Championship,-,2nd,-LRB-,Bernard,Beguin,-RRB-,Middle,East,Rally,Championship,-,2nd,-LRB-,Saeed,Al,Hajri,-RRB-,British,Touring,Car,Championship,class,B,-,3rd,-LRB-,Frank,Sytner,-RRB-,1986,Middle,East,Rally,Championship,-,4th,-LRB-,Saeed,Al,Hajri,-RRB-,British,Rally,Championship,-,4th,-LRB-,Jimmy,McRae,-RRB-,-RRB-,Irish,Tarmac,Championship,2nd,-LRB-,Billy,Coleman,-RRB-,1985,Middle,East,Rally,Championship,-,1st,-LRB-,Saeed,Al,Hajri,-RRB-,European,Rally,Championship,-,8th,-LRB-,Bernard,Beguin,-RRB-,French,Rally,Championship,-,7th,-LRB-,Bernard,Beguin,-RRB-,-RRB-,Irish,Tarmac,Championship,4th,-LRB-,Billy,Coleman,-RRB-,1984,Middle,East,Rally,Championship,-,1st,-LRB-,Saeed,Al,Hajri,-RRB-,European,Rally,Championship,-,2nd,-LRB-,Henri,Toivonen,-RRB-}",1169,2,705,1
5727977@67_22-5727977@67_43,5727977@67,Samer Saed-Mubadala Fianancial Investments,,0.544,"{Mr.,Marwan,Al-Bataineh,-,Chairman,Dr.,Abdulhadi,Al-Alaween,-,Vice,Chairman,Dr.,Ashraf,Al,Edwan,-,Member,Global,Investment,House-Jordan,/,Mr.,Samer,Saed,-,Member,Ahli,Brokerage,/,Mr.,Nezar,Al-Taher,-,Member,United,Financial,Investments,/,Mr.,Naser,Al-Amad,-,Member,Mubadala,Fianancial,Investments,/,Mr.,Hadi,Abu,Suad,-,Member,Executive,Management,.}",22,2,43,3
654863@24_13-654863@24_4,654863@24,Emily L. Barr-Graham Media Group,,0.572,"{Based,in,Detroit,"","",Graham,Media,Group,is,led,by,chief,executive,officer,Emily,L.,Barr,.}",13,3,4,3
63971@94_3-63971@94_12,63971@94,Alfa Romeo-Fiat Group,,0.63,"{The,Maserati,"","",Alfa,Romeo,"","",and,Abarth,brand,group/partnership,"","",under,Fiat,Group,"","",started,in,2005,"","",when,Maserati,was,split,off,from,Ferrari,and,partnered,with,Alfa,Romeo,.}",3,2,12,2
487445@23_13-487445@23_3,487445@23,Elpida-Hynix,,0.328,"{These,manufacturers,are,Hynix,"","",Infineon,"","",Micron,Technology,"","",Samsung,"","",and,Elpida,.}",13,1,3,1
15677351@7_15-15677351@7_29,15677351@7,Bentley-Porsche,,0.426,"{Currently,"","",Mansory,focus,on,brands,which,include,Aston,Martin,"","",Audi,"","",BMW,"","",Bentley,"","",Bugatti,"","",Ferrari,"","",Mercedes-Benz,"","",Lamborghini,"","",Rolls-Royce,"","",Maserati,"","",Porsche,"","",Lotus,Cars,and,Range,Rover,.}",15,1,29,1
11201958@22_31-11201958@22_1,11201958@22,Zanele Muholi-Zeitz Collection,,0.642,"{The,Zeitz,Collection,also,bought,85,works,at,the,2013,Venice,Biennale,"","",including,the,award-winning,installation,at,the,Angola,pavilion,by,artist,Edson,Chagas,"","",a,series,of,photographs,by,Zanele,Muholi,from,the,South,Africa,pavilion,"","",and,three,large,sculptures,by,Michele,Mathison,in,the,Zimbabwe,pavilion,.}",31,2,1,2
21035522@21_0-21035522@21_33,21035522@21,Jardim Brilhantismo-Sneeuwbeslaan,,0.608,"{Jardim,Brilhantismo,"","",12,andar,``,L,'',Macau,Japan,-,Minato-ku,"","",Tokyo,105-0004,Japan,Europe,United,Kingdom,-,144,Elliot,Street,"","",Glasgow,"","",G3,8EX,"","",United,Kingdom,Belgium,-,Sneeuwbeslaan,14,"","",Wilrijk,B-2610,"","",Antwerp,"","",Belgium,Latvia,-,Riga,12,Citadales,Street,Riga,LV-1010,Germany,-,Martinistr,.}",0,2,33,1
15413322@6_22-15413322@6_24,15413322@6,Leith-Clyde & Tay Shipping Company,,0.318,"{In,1820,this,company,joined,with,the,``,Aberdeen,"","",Dundee,&,Leith,Shipping,Company,'',to,form,the,``,Aberdeen,"","",Leith,"","",Clyde,&,Tay,Shipping,Company,'',.}",22,1,24,5
1100202@18_29-1100202@18_20,1100202@18,Cassady Broiler-Prospect Farms,,0.422,"{Tyson,has,also,acquired,such,companies,as,Hudson,Foods,Company,"","",Garrett,poultry,"","",Washington,Creamery,"","",Franz,Foods,"","",Prospect,Farms,"","",Krispy,Kitchens,"","",Ocoma,Foods,"","",Cassady,Broiler,"","",Vantress,Pedigree,"","",Wilson,Foods,"","",Honeybear,Foods,"","",Mexican,Original,"","",Valmac,Industries,"","",Heritage,Valley,"","",Lane,Processing,"","",Cobb-Vantress,"","",Holly,Farms,"","",Wright,Brand,Foods,"","",Inc.,and,Don,Julio,Foods,.}",29,2,20,2
32974268@30_89-32974268@30_67,32974268@30,Theo Paphitis-Showtime,,0.476,"{2010,Billie,Piper,selected,with,award,winning,costume,director,Edward,K,Gibbon,Harlette,s,collection,and,design,'s,to,take,part,in,the,fourth,and,final,series,of,``,Secret,Diary,of,a,Call,Girl,'',by,Tiger,Aspect,2011,The,Harlette,collection,is,seen,on,Billie,Piper,as,Belle,in,episodes,""2,3,4"","","",&,5,with,couture,pieces,appearing,in,episodes,6,&,7on,ITV,and,Showtime,2011,Pieces,of,the,collection,appeared,in,episode,1,of,``,Britains,Next,Big,Thing,'',by,Maverick,Television,hosted,by,Theo,Paphitis,that,went,to,air,on,the,BBC2,in,UK,and,ABC,in,Australia,.}",89,2,67,1
36393507@29_0-36393507@29_29,36393507@29,Calandra-Nalco,,0.218,"{Calandra,vacated,his,role,as,president,of,the,laboratory,on,March,25,and,was,succeeded,by,A.,J.,Frisque,"","",who,had,previously,worked,as,a,research,executive,at,Nalco,.}",0,1,29,1
1178458@130_19-1178458@130_33,1178458@130,Nationaal Archief-State Library,,0.576,"{Participants,include,The,National,Museum,of,Denmark,"","",Powerhouse,Museum,"","",George,Eastman,House,"","",Library,of,Congress,"","",Nationaal,Archief,"","",National,Archives,and,Records,Administration,"","",National,Library,of,Scotland,"","",State,Library,of,New,South,Wales,"","",and,Smithsonian,Institution,.}",19,2,33,2
53273@377_36-53273@377_57,53273@377,John A. Allison IV-Cisco System,,0.482,"{On,the,business,front,"","",the,current,or,recent,President,"","",CEO,"","",or,Chairman,of,each,of,the,following,Fortune,500,companies,is,a,Duke,alumnus,:,Apple,-LRB-,Tim,Cook,-RRB-,"","",BB&T,-LRB-,John,A.,Allison,IV,-RRB-,"","",Boston,Scientific,Corporation,-LRB-,Peter,Nicholas,-RRB-,"","",Chesapeake,Energy,-LRB-,Aubrey,McClendon,-RRB-,"","",Cisco,System,-LRB-,John,Chambers,-RRB-,"","",General,Motors,-LRB-,Rick,Wagoner,-RRB-,"","",JPMorgan,Chase,-LRB-,Steven,Black,-RRB-,"","",Medtronic,-LRB-,William,A.,Hawkins,-RRB-,"","",Morgan,Stanley,-LRB-,John,J.,Mack,-RRB-,"","",Norfolk,Southern,-LRB-,David,R.,Goode,-RRB-,"","",Northwest,Airlines,-LRB-,Gary,L.,Wilson,-RRB-,"","",PepsiCo,-LRB-,Karl,von,der,Heyden,-RRB-,"","",Pfizer,-LRB-,Edmund,T.,Pratt,"","",Jr.,-RRB-,"","",The,Bank,of,New,York,Mellon,-LRB-,Gerald,Hassell,-RRB-,"","",and,Wachovia,-LRB-,Robert,K.,Steel,-RRB-,.}",36,4,57,2
164197@20_4-164197@20_14,164197@20,Avedis-Azco,,0.67,"{Also,in,1968,"","",Avedis,split,production,into,two,separate,operations,"","",opening,the,Azco,factory,in,Meductic,"","",New,Brunswick,"","",Canada,.}",4,1,14,1
93825@340_30-93825@340_20,93825@340,Wilson-Monsanto,,0.35,"{In,2000,"","",a,Florida,jury,found,that,while,there,was,no,evidence,Fox/WTVT,had,bowed,to,any,pressure,from,Monsanto,to,alter,the,story,"","",Akre,"","",but,not,Wilson,"","",was,a,whistleblower,and,was,unjustly,fired,.}",30,1,20,1
17234878@10_0-17234878@10_71,17234878@10,MIA-Anadolu Agency,,0.518,"{MIA,is,a,member,of,ABNA,-,the,Association,of,Southeast,European,News,Agencies,and,part,of,information,pool,:,ROMPRES,-LRB-,Romania,-RRB-,"","",BTA,-LRB-,Bulgaria,-RRB-,"","",ATA,-LRB-,Albania,-RRB-,"","",Tanjug,-LRB-,Serbia,-RRB-,"","",MINA,-LRB-,Montenegro,-RRB-,"","",FENA,and,SRNA,-LRB-,Bosnia,and,Herzegovina,-RRB-,"","",STA,-LRB-,Slovenia,-RRB-,"","",HINA,-LRB-,Croatia,-RRB-,"","",ANA,-,MPA,-LRB-,Greece,-RRB-,"","",Anadolu,Agency,-LRB-,Turkey,-RRB-,"","",APA,-LRB-,Austria,-RRB-,"","",EFE,-LRB-,Spain,-RRB-,...,Cooperation,.}",0,1,71,2
7952@35_5-7952@35_1,7952@35,Anderson-MIT,,0.41,"{At,MIT,"","",Olsen,and,Anderson,noticed,something,odd,:,students,would,line,up,for,hours,to,get,a,turn,to,use,the,stripped-down,TX-0,"","",while,largely,ignoring,a,faster,IBM,machine,that,was,also,available,.}",5,1,1,1
1341669@30_4-1341669@30_23,1341669@30,Danwatch-PKA Ltd,,0.504,"{The,Danish,financial,watchdog,Danwatch,has,also,placed,Elbit,on,its,ethical,blacklist,"","",and,one,of,Denmark,'s,largest,pension,fund,administrators,PKA,Ltd,announced,it,will,no,longer,consider,investing,in,Elbit,"","",stating,``,The,ICJ,stated,that,the,barrier,only,serves,military,purposes,and,violates,Palestinian,human,rights,.}",4,1,23,2
5637201@62_37-5637201@62_32,5637201@62,Hoshiarpur-Punjab Institute of Technology,,0.45,"{In,order,to,meet,the,urgent,need,of,quality,Technocrats,and,Managers,in,the,market,"","",the,Punjab,Technical,University,has,decided,to,establish,an,institute,in,the,name,and,style,of,Punjab,Institute,of,Technology,"","",Hoshiarpur,for,the,benefit,of,Doaba,belt,of,Punjab,.}",37,1,32,4
23714654@3_8-23714654@3_20,23714654@3,Hartman-Erasmus University,,0.682,"{After,graduating,from,high,school,in,1967,"","",Hartman,studied,mechanical,engineering,in,Amsterdam,"","",followed,by,business,economics,at,Erasmus,University,in,Rotterdam,"","",where,he,received,his,master,s,degree,.}",8,1,20,2
11820603@8_41-11820603@8_8,11820603@8,Samuel Borrowe-Equitable,,0.25,"{Aside,from,Hyde,"","",who,was,president,of,Equitable,"","",the,firm,'s,officers,included,James,Waddell,Alexander,-LRB-,Vice,President,-RRB-,"","",George,W.,Phillips,-LRB-,Actuary,-RRB-,who,was,Vice,President,of,the,Actuarial,Society,of,America,"","",and,Samuel,Borrowe,-LRB-,Secretary,-RRB-,.}",41,2,8,1
8110264@17_5-8110264@17_28,8110264@17,Moses Fox-Fox,,0.57,"{Encouraged,by,the,response,"","",Moses,Fox,had,the,new,store,designed,by,New,York,architect,Cass,Gilbert,"","",as,an,11,story,behemoth,"","",initially,dubbed,``,Fox,'s,folly,'',in,reference,to,its,sheer,scale,.}",5,2,28,1
530869@21_74-530869@21_76,530869@21,Westmoreland-PA,,0.504,"{Tuition,for,undergraduate,students,living,in,Ohio,is,$,""17,199"","","",$,""17,399"",for,undergraduate,students,coming,from,western,Pennsylvania,-LRB-,Allegheny,"","",Beaver,"","",Butler,"","",Crawford,"","",Erie,"","",Lawrence,"","",Mercer,"","",Venango,"","",PA,-RRB-,"","",$,""9,891"",for,undergraduate,students,from,the,regional,service,area,-LRB-,Chautauqua,"","",NY,;,Armstrong,"","",Clarion,"","",Fayette,"","",Forest,"","",Greene,"","",Indiana,"","",Jefferson,"","",Warren,"","",Washington,"","",and,Westmoreland,"","",PA,;,Brooke,"","",Hancock,"","",Marshall,"","",and,Ohio,"","",WV,-RRB-,"","",and,$,""12,871"",for,all,other,out-of-state,undergraduate,students,"","",including,international,students,.}",74,1,76,1
43283219@5_7-43283219@5_0,43283219@5,Peter Osborne-Osborne & Little,,0.736,"{Osborne,&,Little,was,established,by,Sir,Peter,Osborne,-LRB-,father,of,Conservative,Party,politician,George,Osborne,-RRB-,and,his,brother-in-law,Antony,Little,.}",7,2,0,3
19381951@86_51-19381951@86_10,19381951@86,Hecuba-Trojans,,0.266,"{-LRB-,-RRB-,When,Apollo,reveals,himself,to,Achilles,"","",the,Trojans,had,retreated,into,the,city,"","",all,except,for,Hector,"","",who,"","",having,twice,ignored,the,counsels,of,Polydamas,"","",feels,the,shame,of,rout,and,resolves,to,face,Achilles,"","",in,spite,of,the,pleas,of,Priam,and,Hecuba,"","",his,parents,.}",51,1,10,1
8025738@49_87-8025738@49_10,8025738@49,Greg McDonnell Hardcover-Saskatchewan Wheat Pool employees ' Association,,0.498,"{``,25,Years,with,the,Saskatchewan,Wheat,Pool,'',by,Saskatchewan,Wheat,Pool,employees,',Association,Publisher,:,Saskatchewan,Co-Operative,Producers,Limited,Place,:,Regina,"","",Saskatchewan,Date,published,:,1949,``,From,prairie,roots,:,The,remarkable,story,of,Saskatchewan,Wheat,Pool,'',-LRB-,Hardcover,-RRB-,by,Garry,Lawrence,Fairbairn,Hardcover,:,318,pages,Publisher,:,HarperCollins,Canada,/,Greystone,Book,-LRB-,Jan,1,1984,-RRB-,Language,:,English,ISBN,0-88833-127-4,``,Wheat,Kings,:,Vanishing,Landmarks,of,the,Canadian,Prairies,'',-LRB-,Hardcover,-RRB-,by,Greg,McDonnell,Hardcover,:,120,pages,Publisher,:,Boston,Mills,Press,-LRB-,October,2,"","",2004,-RRB-,ISBN,1-55046-249-0,``,The,Diary,of,Alexander,James,McPhail,'',by,Harold,A.,Innis,"","",Alexander,James,McPhail,Review,author,:,Harald,S.,Patton,Canadian,Journal,of,Economics,and,Political,Science,/,Revue,canadienne,d'Economique,et,de,Science,politique,"","",Vol,.}",87,3,10,6
6273062@14_16-6273062@14_14,6273062@14,Kotoden-Sogo,,0.474,"{However,"","",the,bursting,of,the,Japanese,asset,price,bubble,and,the,downfall,of,Sogo,led,Kotoden,to,restructuring,under,the,courts,in,accordance,with,the,bankruptcy,laws,.}",16,1,14,1
37067098@33_11-37067098@33_34,37067098@33,Jessica Aguilar-Athlete Ally Youth Programs,,0.388,"{The,program,has,featured,such,contributors,as,fighters,Fallon,Fox,and,Jessica,Aguilar,"","",University,of,Maryland,Athletic,Director,Kevin,Anderson,"","",US,tennis,star,James,Blake,"","",transgender,rights,activist,Kye,Allums,and,Athlete,Ally,Youth,Programs,Leader,Akil,Patterson,.}",11,2,34,4
26822421@26_10-26822421@26_18,26822421@26,Don Brooks-Analog & Microprocessor Group,,0.648,"{Following,a,2-year,consulting,period,"","",Prodromou,was,recruited,by,Don,Brooks,to,Fairchild,Semiconductor,to,head,the,Analog,&,Microprocessor,Group,headquartered,in,Mountain,View,"","",CA,.}",10,2,18,4
405370@56_0-405370@56_32,405370@56,Carter-Republic Corporations,,0.658,"{Carter,turned,Republic,around,"","",building,it,into,a,diversified,business,which,included,plastics,and,appliances,in,addition,to,its,film,and,studio,rentals,and,Consolidated,Film,Industries,"","",renaming,the,company,Republic,Corporations,.}",0,1,32,2
2016272@21_2-2016272@21_19,2016272@21,Perenchio-Columbia Pictures,,0.746,"{Lear,and,Perenchio,sold,Embassy,Communications,-LRB-,included,Tandem,Productions,-RRB-,to,The,Coca-Cola,Company,-LRB-,then-current,owners,of,Columbia,Pictures,-RRB-,for,$,485,million,on,June,18,and,a,new,sitcom,"","",``,227,'',"","",debuted,on,NBC,.}",2,1,19,2
1101705@10_4-1101705@10_0,1101705@10,San-Nintendo,,0.38,"{Nintendo,agreed,"","",so,San,hired,chip,designers,and,made,the,Super,FX,chip,.}",4,1,0,1
4905590@20_43-4905590@20_40,4905590@20,Soapnet-ABC,,0.292,"{In,Fall,2002,"","",Disney,Chairman/CEO,Michael,Eisner,outlined,a,proposed,realignment,of,the,ABC,broadcast,network,day,parts,with,the,similar,unit,in,its,cable,channels,:,ABC,Saturday,mornings,with,Disney,Channels,-LRB-,Toon,&,Playhouse,-RRB-,"","",ABC,daytime,with,Soapnet,and,ABC,prime,time,with,ABC,Family,.}",43,1,40,1
31422319@30_4-31422319@30_14,31422319@30,"Bob Wood-Harmonic , Inc.",,0.592,"{Vice,president,of,engineering,Bob,Wood,joined,in,2011,from,Omneon,-LRB-,acquired,by,Harmonic,"","",Inc.,-RRB-,"","",and,previously,worked,at,NetApp,.}",4,2,14,3
1446010@38_2-1446010@38_17,1446010@38,Fuller-Mohawk Company,,0.574,"{According,to,Fuller,'s,memoir,"","",Fuller,Brush,distributed,the,Bristlecomb,"","",a,hairbrush,introduced,by,the,Mohawk,Company,in,1928,.}",2,1,17,2
